City,Cloudiness,Country,Date,Max Temp,Wind Speed,Lat,Lng,Humidity
Meulaboh,97,ID,1583128279,84.72,1.95,4.14,96.13,71
Asău,90,RO,1583128279,37.99,16.11,46.43,26.4,100
Toppenish,90,US,1583128279,45,5.82,46.38,-120.31,49
Colares,75,PT,1583128280,60.8,16.11,38.8,-9.45,93
Norman Wells,75,CA,1583128280,-5.8,24.16,65.28,-126.83,76
Lüderitz,49,NA,1583128280,62.96,6.13,-26.65,15.16,94
Carutapera,95,BR,1583128280,81.48,9.98,-1.2,-46.02,78
Richards Bay,100,ZA,1583128280,73.22,21.56,-28.78,32.04,73
Semey,89,KZ,1583128281,32,26.84,50.41,80.23,76
Kaitangata,37,NZ,1583128281,62.01,5.01,-46.28,169.85,84
Pangkalanbuun,100,ID,1583128281,91.44,1.68,-2.68,111.62,55
Vestmannaeyjar,100,IS,1583128281,38.26,46.93,63.44,-20.27,73
Tlaxco,54,MX,1583128281,56.97,2.13,19.62,-98.12,46
Neryungri,100,RU,1583128282,4.68,8.08,56.67,124.65,84
Salair,100,RU,1583128282,33.37,5.7,54.23,85.8,94
Acajutla,0,SV,1583128282,80.91,11.63,13.59,-89.83,70
Nanortalik,0,GL,1583128282,16.77,44.27,60.14,-45.24,60
Colac,0,AU,1583128283,63,5.01,-38.33,143.58,75
Redmond,90,US,1583128004,43,1.92,47.67,-122.12,100
San Policarpo,1,PH,1583128283,81.07,9.57,12.18,125.51,68
Chabahar,0,IR,1583128283,75.18,1.95,25.29,60.64,36
Miles City,1,US,1583128283,23,6.93,46.41,-105.84,85
Emba,0,KZ,1583128284,22.37,9.4,48.83,58.14,84
San Quintín,100,MX,1583128284,56.52,5.99,30.48,-115.95,68
Arman',0,RU,1583128284,15.03,5.59,59.7,150.17,77
Port Macquarie,1,AU,1583128284,97,5.82,-31.43,152.92,22
Graham,75,US,1583128284,44.01,6.49,47.05,-122.29,86
Nieves,75,PH,1583128285,91.4,2.24,15.33,120.95,46
Shubarshi,0,KZ,1583128285,24.26,10.51,48.59,57.19,78
Hueyapan,9,MX,1583128285,56.21,2.93,18.87,-98.67,52
Aljezur,100,PT,1583128285,63,5.01,37.32,-8.8,94
Severo-Kuril'sk,98,RU,1583128286,26.74,1.74,50.68,156.12,93
Ucluelet,100,CA,1583128190,39.99,3.24,48.93,-125.55,90
Kondoa,100,TZ,1583128286,65.39,5.79,-4.9,35.78,94
Bereda,40,ES,1583128286,53.01,13.87,43.27,-7.54,87
Dekernes,0,EG,1583128077,57.2,3.36,31.09,31.59,82
Médéa,40,DZ,1583128287,60.8,6.93,36.26,2.75,59
Hobyo,12,SO,1583128287,82.26,15.77,5.35,48.53,57
Thompson,90,CA,1583128288,8.6,3.36,55.74,-97.86,78
Ubinskoye,100,RU,1583128338,29.03,8.9,55.31,79.68,90
Isangel,75,VU,1583128338,87.8,8.57,-19.55,169.27,74
Tuatapere,63,NZ,1583128338,68.54,5.46,-46.13,167.68,49
Qasigiannguit,94,GL,1583128338,-14.8,8.05,68.82,-51.19,46
Wajima,75,JP,1583128338,50,20.8,37.4,136.9,81
Tawao,40,MY,1583128339,89.6,5.82,4.25,117.89,66
Tocopilla,0,CL,1583128339,59.25,3.44,-22.09,-70.2,60
Kamensk-Ural'skiy,0,RU,1583128339,23.16,10.36,56.42,61.93,84
El Sauzal de Rodríguez,91,MX,1583128340,52,1.99,31.9,-116.68,88
Khuzhir,10,RU,1583128340,15.8,4.56,53.19,107.34,75
Xining,75,CN,1583128270,36.97,2.46,36.62,101.77,45
Bathsheba,40,BB,1583128340,77,13.87,13.22,-59.52,69
Jiaocheng,60,CN,1583128340,73.02,1.99,24.68,116.14,56
Palembang,8,ID,1583128341,92.88,6.44,-2.92,104.75,50
Nouadhibou,44,MR,1583128341,64.4,20.8,20.93,-17.03,72
Hualmay,100,PE,1583128341,71.49,4.25,-11.1,-77.61,78
Tūkrah,38,LY,1583128341,56.44,7.7,32.53,20.58,56
Jining,98,CN,1583128342,54.23,10.13,35.41,116.58,29
Tupik,71,RU,1583128342,14.27,2.8,54.43,119.93,83
Salalah,75,OM,1583128342,77,5.82,17.02,54.09,57
Acapulco de Juárez,5,MX,1583128090,80.6,2.24,16.86,-99.89,74
Ceres,1,US,1583128342,51.8,10.29,37.59,-120.96,39
Yeniseysk,89,RU,1583128343,17.28,11.68,58.45,92.17,86
Port Shepstone,17,ZA,1583128343,69.46,4.03,-30.74,30.45,77
Saint George,75,US,1583128273,46,3.36,37.1,-113.58,63
Rockhampton,40,AU,1583128343,89.6,9.17,-23.38,150.5,52
Bontang,87,ID,1583128344,85.6,9.04,0.13,117.5,65
Aklavik,40,CA,1583128344,-23.8,3.36,68.22,-135.01,74
Okitipupa,50,NG,1583128344,76.89,1.97,6.5,4.78,97
Ouallam,90,NE,1583128344,73.36,8.41,14.32,2.09,13
Simao,0,CN,1583128345,76.44,8.01,22.79,100.97,28
Faya,0,SA,1583128345,60.8,7.74,18.39,42.45,54
Kulhudhuffushi,17,MV,1583128345,82.67,10,6.62,73.07,71
Mayumba,77,GA,1583128345,82.24,12.06,-3.43,10.66,81
Hirara,75,JP,1583128247,71.6,16.11,24.8,125.28,68
Grand-Santi,44,GF,1583128346,69.87,2.24,4.25,-54.38,95
Oddur,0,SO,1583128346,80.51,16.6,4.12,43.89,37
Cheremushskiy,100,RU,1583128346,32.49,10.16,61.27,47.26,97
Teya,100,RU,1583128346,20.3,8.68,60.38,92.63,76
Ürümqi,75,CN,1583128347,37.99,4.47,43.8,87.6,80
Salaspils,20,LV,1583128347,37.99,5.82,56.86,24.37,93
Escanaba,1,US,1583128347,37.4,13.87,45.75,-87.06,91
Banepā,20,NP,1583128348,66.2,3.36,27.63,85.52,48
Mtinko,100,TZ,1583128348,63.77,3.96,-4.55,34.85,93
Saint Anthony,90,US,1583128348,37.4,8.05,45.02,-93.22,69
Alofi,5,NU,1583128398,82.4,9.17,-19.06,-169.92,78
Barra do Garças,50,BR,1583128398,69.19,0.87,-15.89,-52.26,96
Igarka,100,RU,1583128398,30.85,14.05,67.47,86.58,97
San Onofre,0,CO,1583128398,76.12,0.89,9.74,-75.53,77
Ebes,90,HU,1583128398,46.4,11.41,47.47,21.5,100
Yumen,0,CN,1583128399,47.23,13.4,40.28,97.2,19
Shetpe,100,KZ,1583128399,37.83,21.05,44.17,52.12,68
Al Bardīyah,36,LY,1583128399,56.93,4.83,31.76,25.09,63
Pochutla,20,MX,1583128399,80.6,6.93,15.74,-96.47,69
San Fernando,75,PH,1583128400,91.4,2.24,15.03,120.69,46
Kristiansund,75,NO,1583128400,30.2,9.17,63.11,7.73,86
Jinchang,0,CN,1583128400,38.44,13.49,38.5,102.17,23
Nishihara,90,JP,1583128400,71.01,5.82,26.18,127.76,88
Zarubino,100,RU,1583128400,30.34,3.18,42.63,131.09,76
Chapais,75,CA,1583128401,5,8.05,49.78,-74.85,84
Isla Vista,90,US,1583128401,52,4.38,34.41,-119.86,93
Brezno,90,SK,1583128401,39.2,5.82,48.8,19.64,100
Christchurch,99,NZ,1583128402,73.99,16.11,-43.53,172.63,77
Taree,15,AU,1583128402,97,5.82,-31.9,152.47,22
Isabela,20,PH,1583128402,87.8,9.17,6.71,121.97,70
Chibuto,85,MZ,1583128402,74.55,2.98,-24.69,33.53,67
Saint-Leu,77,RE,1583128402,84.2,8.05,-21.15,55.28,79
Virbhadra,0,IN,1583128403,72.43,1.05,30.07,78.28,38
Diapaga,78,BF,1583128403,72.27,1.01,12.07,1.79,17
Gejiu,0,CN,1583128403,69.75,11.05,23.31,103.16,39
Grants,1,US,1583128403,35.6,4.7,35.15,-107.85,51
Marsh Harbour,17,BS,1583128404,66.54,14.94,26.54,-77.06,60
Abhā,0,SA,1583128404,60.8,4.36,18.22,42.51,54
Rudnogorsk,76,RU,1583128404,16.86,2.59,57.26,103.75,84
Uruguaiana,0,BR,1583128404,71.6,9.17,-29.75,-57.09,64
Sandwick,54,GB,1583128405,41,10.29,60,-1.25,86
Daru,99,PG,1583128405,85.57,4.56,-9.08,143.21,79
Huilong,0,CN,1583128405,55.99,13.29,31.81,121.66,54
Srednekolymsk,27,RU,1583128405,1.11,8.48,67.45,153.68,88
Kuytun,47,RU,1583128405,13.66,3.94,54.34,101.5,87
Finschhafen,100,PG,1583128406,82.36,14.52,-6.6,147.87,83
Batagay,0,RU,1583128406,1.18,0.63,67.63,134.63,88
Bitkine,0,TD,1583128406,78.19,4.88,11.98,18.21,17
Alta Floresta,100,BR,1583128406,72.55,3.11,-9.88,-56.09,96
Pembroke,90,CA,1583128407,27,9.17,45.82,-77.12,85
Korla,0,CN,1583128407,51.01,3,41.76,86.15,88
Nurota,15,UZ,1583128407,62.6,9.17,40.56,65.69,51
Avera,1,US,1583128407,51.01,3.36,33.19,-82.53,75
Kieta,45,PG,1583128408,85.68,4.52,-6.22,155.63,64
Edgewater,1,US,1583128408,55.99,3.74,28.99,-80.9,81
Mareeba,97,AU,1583128458,89.6,10.29,-17,145.43,59
Mount Gambier,90,AU,1583128458,62.6,16.11,-37.83,140.77,48
Neepawa,40,CA,1583128458,14,18.34,50.23,-99.47,78
Deputatsky,0,RU,1583128458,-4.99,5.88,69.3,139.9,85
Vanimo,91,PG,1583128459,84.13,12.48,-2.67,141.3,74
Rawson,0,AR,1583128459,67.64,2.89,-43.3,-65.1,71
Cascais,75,PT,1583128459,60.8,16.11,38.7,-9.42,93
Tutóia,100,BR,1583128459,74.7,3.6,-2.76,-42.27,95
Burnie,0,AU,1583128460,63,11.99,-41.07,145.92,42
Spokane,75,US,1583128201,39.2,9.17,47.62,-117.37,44
Samarai,99,PG,1583128460,81.52,3.27,-10.62,150.67,87
Tabora,75,TZ,1583128460,69.8,4.34,-5.02,32.8,94
Northam,100,GB,1583128461,41,5.99,51.03,-4.22,91
Sørland,40,NO,1583128461,23,10.29,67.67,12.69,79
Imeni Poliny Osipenko,22,RU,1583128461,19.13,3.51,52.42,136.49,80
Lavrentiya,0,RU,1583128461,-10.61,5.55,65.58,-171,80
Labuhan,31,ID,1583128461,86.32,11.18,-6.88,112.21,75
Ancud,0,CL,1583128462,50,3.36,-41.87,-73.82,87
Cutro,20,IT,1583128462,57.2,5.82,39.04,16.98,100
Oriximiná,67,BR,1583128462,76.44,0.67,-1.77,-55.87,89
Leningradskiy,100,RU,1583128462,3.13,13.96,69.38,178.42,82
Agadez,33,NE,1583128462,62.83,3.96,19.75,10.25,18
Broken Hill,100,AU,1583128463,75.2,17.22,-31.95,141.43,50
Raja,7,SS,1583128463,71.69,7.52,8.46,25.68,16
Natá,8,PA,1583128463,72.36,13.06,8.33,-80.52,78
Port Maria,75,JM,1583128463,78.8,3.36,18.37,-76.89,69
Damietta,51,EG,1583128464,57.2,3.36,31.42,31.81,82
Gunjur,10,GM,1583128464,69.8,5.82,13.2,-16.73,52
Poum,87,NC,1583128464,81.84,20.09,-20.23,164.02,82
Monrovia,18,LR,1583128338,77.58,6.58,6.3,-10.8,91
Pompéia,42,BR,1583128465,65.86,10.65,-22.11,-50.17,79
Matara,100,LK,1583128465,88.27,3.47,5.95,80.54,55
Koszalin,100,PL,1583128465,37.99,12.97,54.19,16.17,82
Karasuk,100,RU,1583128465,24.37,8.7,53.74,78.04,85
Juneau,90,US,1583128206,37.4,14.99,58.3,-134.42,86
Birao,11,CF,1583128465,73.24,17.45,10.28,22.79,13
Chimbote,100,PE,1583128466,74.75,3.49,-9.09,-78.58,72
Roebourne,2,AU,1583128466,102.38,14.03,-20.78,117.13,32
Bilma,18,NE,1583128466,68.81,9.75,18.69,12.92,16
Kungurtug,0,RU,1583128466,12.99,3,50.6,97.52,76
Dogondoutchi,40,NE,1583128467,74.93,10.69,13.64,4.03,12
Kargil,33,IN,1583128467,7.81,3.62,34.57,76.1,75
Haines Junction,95,CA,1583128467,14.13,8.7,60.75,-137.51,97
Souillac,90,MU,1583128467,79,2.24,-20.52,57.52,94
Duluth,90,US,1583128467,34,26.4,46.78,-92.11,69
Pļaviņas,95,LV,1583128468,38.21,5.3,56.62,25.73,96
Santa Maria,0,BR,1583128468,60.19,4.34,-29.68,-53.81,82
Sangmélima,97,CM,1583128518,69.66,2.55,2.93,11.98,96
Carballo,40,ES,1583128518,52,13.87,43.21,-8.69,87
Necochea,19,AR,1583128518,70,7,-38.55,-58.74,66
Ellisras,98,ZA,1583128518,64.67,9.13,-23.66,27.74,74
Ballina,0,AU,1583128518,95,11.41,-28.87,153.57,66
Coxim,0,BR,1583128519,70.47,5.35,-18.51,-54.76,90
Dolovo,40,RS,1583128519,53.6,28.86,44.9,20.88,61
Māngrol,0,IN,1583128519,77.11,3.89,21.12,70.12,51
Thinadhoo,30,MV,1583128519,82.89,9.26,0.53,72.93,77
Makat,0,KZ,1583128519,37.06,12.03,47.65,53.35,55
Skalat,100,UA,1583128520,42.01,10,49.43,25.98,72
Plettenberg Bay,82,ZA,1583128520,67.71,4.5,-34.05,23.37,83
Harrisburg,1,US,1583128461,36,5.82,40.27,-76.88,63
Dunda,100,TZ,1583128521,66.74,3.91,-8.12,34.25,96
Ust'-Koksa,99,RU,1583128521,33.35,6.15,50.27,85.61,85
Ténenkou,0,ML,1583128521,68.47,11.21,14.46,-4.92,8
Whitehorse,75,CA,1583128521,33.8,6.93,60.72,-135.05,43
Barranca,100,PE,1583128521,73.22,11.45,-10.75,-77.77,90
Sumenep,60,ID,1583128522,84.96,9.78,-7.02,113.87,76
Zorgo,31,BF,1583128522,73.65,8.34,12.25,-0.62,11
Ilebo,100,CD,1583128522,71.15,0.65,-4.32,20.58,98
Vaitape,100,PF,1583128522,82.94,21.27,-16.52,-151.75,77
West Richland,90,US,1583128522,45,11.41,46.3,-119.36,56
Shenjiamen,86,CN,1583128523,49.41,18.95,29.96,122.3,76
Abu Kamal,0,SY,1583128523,54.54,16.17,34.45,40.92,65
Svay Rieng,4,KH,1583128523,97.09,7.34,11.09,105.8,31
Yakeshi,97,CN,1583128523,9.07,3.09,49.28,120.73,87
Port Hedland,23,AU,1583128524,93.2,11.41,-20.32,118.57,59
Rocha,0,UY,1583128524,62.42,10.2,-34.48,-54.33,97
Catherinas Lust,41,GY,1583128524,77.95,13,6.4,-57.6,78
Morondava,0,MG,1583128524,83.05,3.67,-20.28,44.28,71
Urcos,75,PE,1583128525,53.6,5.82,-13.69,-71.62,66
Biltine,0,TD,1583128525,75.81,17.72,14.53,20.92,12
Palmer,75,US,1583128525,27,2.24,42.16,-72.33,73
North Bend,40,US,1583128525,43,2.01,43.41,-124.22,86
Mahon,75,ES,1583128526,59,18.34,39.89,4.27,87
Khandyga,0,RU,1583128526,7.23,2.48,62.67,135.6,84
Virginia Beach,1,US,1583128234,43,3.36,36.85,-75.98,75
Pokaran,0,IN,1583128526,78.21,6.17,26.92,71.92,30
Ulladulla,75,AU,1583128526,70,13.87,-35.35,150.47,73
San Carlos,64,VE,1583128527,73.06,3.47,9.66,-68.58,68
Concepción,90,CL,1583128386,57.2,3.36,-36.83,-73.05,93
Ponta Delgada,75,PT,1583128527,62.6,14.99,37.73,-25.67,93
Balabac,58,PH,1583128527,84.02,12.28,7.99,117.06,69
Bahía Blanca,0,AR,1583128524,81.01,18.99,-38.72,-62.27,23
Terra Santa,95,BR,1583128527,75.2,1.28,-2.1,-56.49,93
Hīt,1,IQ,1583128528,55.62,15.77,33.64,42.83,58
Pahrump,90,US,1583128578,48,3.58,36.21,-115.98,75
Maraã,80,BR,1583128578,73.76,2.55,-1.83,-65.37,98
Konëvo,100,RU,1583128578,33.93,13.27,62.12,39.32,92
Saldanha,26,ZA,1583128578,64.4,9.17,-33.01,17.94,88
Lata,75,PT,1583128579,57.2,9.17,40.16,-8.33,82
Det Udom,20,TH,1583128579,93.2,4.7,14.91,105.08,46
Castilho,8,BR,1583128579,65.28,7.47,-20.87,-51.49,94
Requena,20,ES,1583128580,64.99,39.15,39.49,-1.1,52
Florin,1,US,1583128580,55.4,17.22,38.5,-121.41,32
Oyama,90,JP,1583128580,48,12.75,36.3,139.8,87
Cortez,90,US,1583128580,44.6,6.93,37.35,-108.59,42
Bluefields,28,NI,1583128581,71.4,2.59,12.01,-83.76,99
Khovd,0,MN,1583128581,25.39,4.7,48.01,91.64,44
Flinders,75,AU,1583128581,78.01,13.87,-34.58,150.86,73
Deer Lake,90,CA,1583128581,19.4,4.7,49.17,-57.43,85
Mukhen,100,RU,1583128582,24.35,4.25,48.1,136.1,90
Karratha,4,AU,1583128582,84.36,9.62,-20.74,116.85,81
Mogadishu,20,SO,1583128582,80.6,12.75,2.04,45.34,61
Ballater,18,GB,1583128582,35.01,8.05,57.05,-3.04,80
Gamba,87,GA,1583128582,77.59,5.39,-2.65,10,93
Grajaú,84,BR,1583128583,71.89,2.75,-5.82,-46.14,95
Pangnirtung,4,CA,1583128583,-25.35,0.43,66.15,-65.71,69
Mendoza,19,AR,1583128583,75.2,3.36,-32.89,-68.83,38
Takapau,100,NZ,1583128583,72,5.99,-40.03,176.35,61
Le Port,90,RE,1583128583,84.2,9.17,-20.94,55.29,94
Linxia Chengguanzhen,97,CN,1583128584,37.87,7.9,35.6,103.21,34
Aykhal,0,RU,1583128584,8.6,6.71,66,111.5,71
Przhevalskoye,99,RU,1583128584,37,9.51,55.51,31.85,94
Sibut,93,CF,1583128584,74.35,3.02,5.72,19.07,75
Urucará,91,BR,1583128585,74.91,0.27,-2.54,-57.76,95
Trairi,100,BR,1583128585,73.78,0.63,-3.28,-39.27,95
Ekenäs,100,FI,1583128585,37,10.56,59.97,23.43,99
Fonte Boa,81,BR,1583128585,71.74,1.79,-2.5,-66.27,96
Laizhou,96,CN,1583128585,44.22,3.4,37.18,119.93,35
Half Moon Bay,1,US,1583128586,59,12.75,37.46,-122.43,20
Vila Franca do Campo,75,PT,1583128586,62.6,14.99,37.72,-25.43,93
Camacha,40,PT,1583128586,62.6,11.41,33.08,-16.33,88
Evansville,90,US,1583128544,54,14.99,37.97,-87.56,81
San Francisco,1,US,1583128581,57.99,19.46,37.77,-122.42,35
Wonthaggi,3,AU,1583128587,64,4,-38.6,145.59,65
Kamakwie,0,SL,1583128587,67.5,1.1,9.5,-12.23,93
Byron Bay,1,AU,1583128587,95,12.75,-28.65,153.62,70
Matane,5,CA,1583128588,14,8.05,48.83,-67.52,78
Quartucciu,20,IT,1583128588,55.4,4.7,39.25,9.18,93
Youkounkoun,5,GN,1583128638,66.9,3.42,12.53,-13.13,34
Kanniyākumāri,7,IN,1583128638,81.68,14.07,8.08,77.57,72
Gweta,100,BW,1583128638,64.56,8.9,-20.18,25.23,87
Borsbeek,90,BE,1583128638,43,4.7,51.2,4.49,93
Turukhansk,100,RU,1583128638,28.18,23.15,65.82,87.98,95
Maltahöhe,83,NA,1583128639,63.1,7.4,-24.83,16.98,79
Magaria,24,NE,1583128639,73.29,8.14,13,8.91,14
Bhadrapur,13,NP,1583128540,84.07,8.16,26.54,88.09,32
Guider,40,CM,1583128639,77.58,6.91,9.93,13.95,19
Inírida,27,CO,1583128639,73.6,1.9,3.87,-67.92,94
Bayan,96,CN,1583128640,37,6.67,46.08,127.4,43
Tokuyama,40,JP,1583128640,60.8,14.99,34.05,131.82,38
Bonthe,37,SL,1583128640,75.04,3.67,7.53,-12.51,93
Homer,90,US,1583128478,35.6,13.87,59.64,-151.55,80
Makakilo City,75,US,1583128641,73.4,13.87,21.35,-158.09,82
Požega,56,HR,1583128641,50,5.82,45.34,17.69,71
São João da Barra,100,BR,1583128465,69.26,7.31,-21.64,-41.05,94
